,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,20000000.0,3.0,0.029623,0.029623,104.24227,786.58552,0.0,0.0,6.0,0.0001,1.0,2.0,0.0,0.0,1.4060851
1,20010000.0,3.0,0.029547657,0.029547657,104.25507,786.16552,0.0014680193,7.1347855e-17,6.0,9.9999999e-05,0.99999999,2.0,0.0,2000.0,1.4060384
2,20021000.0,3.0,0.029599548,0.029599548,104.24439,786.52944,0.0014680112,7.1325379e-17,6.0,9.9999999e-05,0.99999999,2.0,0.0,2000.0,1.4060758
3,20033100.0,3.0,0.029585426,0.029585426,104.25125,786.5055,0.0014680024,7.1342772e-17,6.0,9.9999998e-05,0.99999998,2.0,0.0,2000.0,1.4060761
4,20046410.0,3.0,0.029542664,0.029542664,104.24999,786.28241,0.0014679926,7.1342229e-17,6.0,9.9999997e-05,0.99999997,2.0,0.0,2000.0,1.4060508
5,20061051.0,3.0,0.029514015,0.029514015,104.24917,786.15842,0.0014679819,7.1329031e-17,6.0,9.9999996e-05,0.99999996,2.0,0.0,2000.0,1.4060351
6,20077156.0,3.0,0.029485396,0.029485396,104.27606,786.10197,0.0014679701,7.1320309e-17,6.0,9.9999994e-05,0.99999994,2.0,0.0,2000.0,1.4060289
7,20094872.0,3.0,0.029453611,0.029453611,104.25544,785.92816,0.0014679572,7.1316184e-17,6.0,9.9999993e-05,0.99999993,2.0,0.0,2000.0,1.4060082
8,20114359.0,3.0,0.029422204,0.029422204,104.26605,785.834,0.0014679429,7.1304968e-17,6.0,9.9999992e-05,0.99999992,2.0,0.0,2000.0,1.4059967
9,20135795.0,3.0,0.029398648,0.029398648,104.24164,785.72289,0.0014679272,7.1298243e-17,6.0,9.999999e-05,0.9999999,2.0,0.0,2000.0,1.4059826
