,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,20000000.0,1.5,0.00937364,0.00937364,1.29917,457.616,0.0,0.0,1.0,1e-06,1.0,2.0,0.0,0.0,1.11471
1,20000000.0,1.5,0.00937381,0.00937381,1.98171,516.293,0.0,0.0,1.0,1.58489e-06,1.0,2.0,0.0,0.0,1.12387
2,20000000.0,1.5,0.00937409,0.00937409,3.05407,553.991,0.0,0.0,1.0,2.51189e-06,1.0,2.0,0.0,0.0,1.13424
3,20000000.0,1.5,0.00937452,0.00937452,4.74175,590.25,0.0,0.0,1.0,3.98107e-06,1.0,2.0,0.0,0.0,1.14565
4,20000000.0,1.5,0.0093752,0.0093752,7.38616,659.713,0.0,0.0,1.0,6.30957e-06,1.0,2.0,0.0,0.0,1.15863
5,20000000.0,1.5,0.00937628,0.00937628,11.5087,752.529,0.0,0.0,1.0,1e-05,1.0,2.0,0.0,0.0,1.17384
6,20000000.0,1.5,0.009378,0.009378,17.9198,857.715,0.0,0.0,1.0,1.58489e-05,1.0,4.0,0.0,0.0,1.19169
7,20000000.0,1.5,0.00938072,0.00938072,27.8626,976.195,0.0,0.0,1.0,2.51189e-05,1.0,4.0,0.0,0.0,1.21266
8,20000000.0,1.5,0.00938502,0.00938502,43.2711,1088.31,0.0,0.0,1.0,3.98107e-05,1.0,4.0,0.0,0.0,1.23708
9,20000000.0,1.5,0.00939185,0.00939185,67.1667,1195.99,0.0,0.0,1.0,6.30957e-05,1.0,4.0,0.0,0.0,1.26515
10,20000000.0,1.5,0.00940267,0.00940267,104.12,1318.5,0.0,0.0,1.0,0.0001,1.0,4.0,0.0,0.0,1.29758
