,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,80000000.0,1.5,0.000576981,0.000576981,1.28028,496.521,0.000712406,0.0,1.0,1e-06,1.0,2.0,0.0,0.0,1.11908
1,80000000.0,1.5,0.000575423,0.000575423,1.9575,550.287,0.000712406,0.0,1.0,1.58489e-06,1.0,2.0,0.0,0.0,1.12922
2,80000000.0,1.5,0.000579173,0.000579173,3.02503,564.885,0.000712406,0.0,1.0,2.51189e-06,1.0,2.0,0.0,0.0,1.14024
3,80000000.0,1.5,0.000559975,0.000559975,4.71379,567.69,0.000712406,0.0,1.0,3.98107e-06,1.0,2.0,0.0,0.0,1.15175
4,80000000.0,1.5,0.000904656,0.000904656,7.38403,577.967,0.000712406,0.0,1.0,6.30957e-06,1.0,2.0,0.0,0.0,1.16397
5,80000000.0,1.5,0.00151879,0.00151879,11.5774,616.143,0.000712406,0.0,1.0,1e-05,1.0,2.0,0.0,0.0,1.17747
6,80000000.0,1.5,0.00196916,0.00196916,18.1322,708.095,0.000712406,0.0,1.0,1.58489e-05,1.0,2.0,0.0,0.0,1.19327
7,80000000.0,1.5,0.00214093,0.00214093,28.3211,814.519,0.000712406,0.0,1.0,2.51189e-05,1.0,4.0,0.0,0.0,1.21174
8,80000000.0,1.5,0.00201717,0.00201717,44.2624,898.922,0.000712406,0.0,1.0,3.98107e-05,1.0,4.0,0.0,0.0,1.23186
9,80000000.0,1.5,0.00200174,0.00200174,69.0532,986.513,0.000712406,0.0,1.0,6.30957e-05,1.0,4.0,0.0,0.0,1.25529
10,80000000.0,1.5,0.00181351,0.00181351,107.905,1058.88,0.000712406,0.0,1.0,0.0001,1.0,4.0,0.0,0.0,1.28007
11,80000000.0,1.5,0.00210176,0.00210176,167.439,1169.87,0.000712406,0.0,1.0,0.000158489,1.0,4.0,0.0,0.0,1.31355
12,80000000.0,1.5,0.0025517,0.0025517,258.84,1307.04,0.000712406,0.0,1.0,0.000251189,1.0,4.0,0.0,0.0,1.35501
13,80000000.0,1.5,0.00303139,0.00303139,398.351,1483.14,0.000712406,0.0,1.0,0.000398107,1.0,4.0,0.0,0.0,1.40496
