,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,100000000.0,1.5,0.00062775,0.00062775,1.27944,498.003,0.000705357,0.0,1.0,1e-06,1.0,2.0,0.0,0.0,1.11926
1,100000000.0,1.5,0.000626843,0.000626843,1.95647,551.793,0.000705357,0.0,1.0,1.58489e-06,1.0,2.0,0.0,0.0,1.12944
2,100000000.0,1.5,0.00063141,0.00063141,3.02371,566.315,0.000705357,0.0,1.0,2.51189e-06,1.0,2.0,0.0,0.0,1.1405
3,100000000.0,1.5,0.000619112,0.000619112,4.71197,569.367,0.000705357,0.0,1.0,3.98107e-06,1.0,2.0,0.0,0.0,1.15205
4,100000000.0,1.5,0.000433987,0.000433987,7.38516,571.54,0.000705357,0.0,1.0,6.30957e-06,1.0,2.0,0.0,0.0,1.16397
5,100000000.0,1.5,0.00123267,0.00123267,11.5876,607.483,0.000705357,0.0,1.0,1e-05,1.0,2.0,0.0,0.0,1.17746
6,100000000.0,1.5,0.00170599,0.00170599,18.1529,692.829,0.000705356,0.0,1.0,1.58489e-05,1.0,2.0,0.0,0.0,1.193
7,100000000.0,1.5,0.00187465,0.00187465,28.3746,796.031,0.000705357,0.0,1.0,2.51189e-05,1.0,2.0,0.0,0.0,1.21108
8,100000000.0,1.5,0.00178622,0.00178622,44.3594,881.71,0.000705356,0.0,1.0,3.98107e-05,1.0,4.0,0.0,0.0,1.23091
9,100000000.0,1.5,0.00176752,0.00176752,69.2356,969.32,0.000705356,0.0,1.0,6.30957e-05,1.0,4.0,0.0,0.0,1.25387
10,100000000.0,1.5,0.00163382,0.00163382,108.166,1044.18,0.000705356,0.0,1.0,0.0001,1.0,4.0,0.0,0.0,1.27859
11,100000000.0,1.5,0.00186141,0.00186141,167.967,1151.33,0.000705357,0.0,1.0,0.000158489,1.0,4.0,0.0,0.0,1.3111
12,100000000.0,1.5,0.00224671,0.00224671,259.846,1282.57,0.000705356,0.0,1.0,0.000251189,1.0,4.0,0.0,0.0,1.35151
13,100000000.0,1.5,0.00268767,0.00268767,400.237,1451.68,0.000705356,0.0,1.0,0.000398107,1.0,4.0,0.0,0.0,1.40039
