,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,20000000.0,3.0,0.029886446,0.029886446,959.18175,1459.2653,0.0,0.0,6.0,0.001,1.0,4.0,0.0,0.0,1.5146602
1,20010000.0,3.0,0.029875583,0.029875583,959.18506,1459.2269,0.0014680192,1.005855e-13,6.0,0.00099999899,0.99999899,4.0,0.0,2000.0,1.5146554
2,20021000.0,3.0,0.029864385,0.029864385,959.17167,1459.1865,0.0014680112,1.0058439e-13,6.0,0.00099999789,0.99999789,4.0,0.0,2000.0,1.5146497
3,20033100.0,3.0,0.029851306,0.029851306,959.16373,1459.137,0.0014680023,1.0058085e-13,6.0,0.00099999667,0.99999667,4.0,0.0,2000.0,1.5146428
4,20046410.0,3.0,0.029835682,0.029835682,959.20986,1459.0895,0.0014679926,1.0057692e-13,6.0,0.00099999533,0.99999533,4.0,0.0,2000.0,1.5146372
5,20061051.0,3.0,0.029817329,0.029817329,959.1904,1458.9998,0.0014679819,1.0057195e-13,6.0,0.00099999386,0.99999386,4.0,0.0,2000.0,1.5146241
6,20077156.0,3.0,0.029782694,0.029782694,959.20109,1458.76,0.0014679701,1.0056653e-13,6.0,0.00099999224,0.99999224,4.0,0.0,2000.0,1.514588
7,20094872.0,3.0,0.029756461,0.029756461,959.23173,1458.6299,0.0014679571,1.0055517e-13,6.0,0.00099999046,0.99999046,4.0,0.0,2000.0,1.5145681
8,20114359.0,3.0,0.029727977,0.029727977,959.22505,1458.4769,0.0014679429,1.005472e-13,6.0,0.0009999885,0.9999885,4.0,0.0,2000.0,1.5145452
9,20135795.0,3.0,0.029687561,0.029687561,959.28198,1458.2354,0.0014679272,1.0053665e-13,6.0,0.00099998634,0.99998634,4.0,0.0,2000.0,1.5145097
10,20159374.0,3.0,0.029660771,0.029660771,959.293,1458.1378,0.0014679099,1.0052557e-13,6.0,0.00099998397,0.99998397,4.0,0.0,2000.0,1.5144952
11,20185312.0,3.0,0.02962193,0.02962193,959.28169,1457.9224,0.0014678909,1.0051691e-13,6.0,0.00099998137,0.99998137,4.0,0.0,2000.0,1.5144635
12,20213843.0,3.0,0.029572002,0.029572002,959.32722,1457.6302,0.0014678701,1.0050486e-13,6.0,0.0009999785,0.9999785,4.0,0.0,2000.0,1.5144201
13,20245227.0,3.0,0.029523445,0.029523445,959.34476,1457.3648,0.0014678471,1.0049009e-13,6.0,0.00099997535,0.99997535,4.0,0.0,2000.0,1.5143802
14,20279750.0,3.0,0.029465716,0.029465716,959.36372,1457.025,0.0014678218,1.0047391e-13,6.0,0.00099997188,0.99997188,4.0,0.0,2000.0,1.5143292
15,20317725.0,3.0,0.029403393,0.029403393,959.42823,1456.6779,0.001467794,1.0045576e-13,6.0,0.00099996806,0.99996806,4.0,0.0,2000.0,1.5142775
16,20359497.0,3.0,0.029338062,0.029338062,959.46018,1456.3126,0.0014677635,1.0043806e-13,6.0,0.00099996387,0.99996387,4.0,0.0,2000.0,1.5142229
17,20405447.0,3.0,0.029266827,0.029266827,959.49262,1455.9137,0.0014677299,1.0041615e-13,6.0,0.00099995925,0.99995925,4.0,0.0,2000.0,1.5141633
