,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,20000000.0,3.0,0.029596132,0.029596132,11.037872,407.02737,0.0,0.0,6.0,1e-05,1.0,1.0,10000.0,0.0,1.3566452
1,20010000.0,3.0,0.029542851,0.029542851,11.014438,406.61203,0.0014680192,6.9892716e-14,6.0,9.9993011e-06,0.99993011,1.0,20000.0,2000.0,1.3566001
2,20021000.0,3.0,0.029494393,0.029494393,11.063925,407.01016,0.0014680112,6.988326e-14,6.0,9.9985324e-06,0.99985324,1.0,31000.0,2000.0,1.3566477
3,20033100.0,3.0,0.029533235,0.029533235,11.014599,406.63032,0.0014680023,6.9892279e-14,6.0,9.9976867e-06,0.99976867,1.0,43100.0,2000.0,1.3566017
4,20046410.0,3.0,0.029446343,0.029446343,11.035751,406.59434,0.0014679926,6.9878917e-14,6.0,9.9967566e-06,0.99967566,1.0,56410.0,2000.0,1.3566014
5,20061051.0,3.0,0.029395056,0.029395056,11.00945,406.1644,0.0014679819,6.9875903e-14,6.0,9.9957335e-06,0.99957335,1.0,71051.0,2000.0,1.356554
6,20077156.0,3.0,0.029275118,0.029275118,11.001484,405.70325,0.0014679701,6.9861651e-14,6.0,9.9946084e-06,0.99946084,1.0,87156.1,2000.0,1.3565058
7,20094872.0,3.0,0.029094055,0.029094055,11.007906,405.19286,0.0014679571,6.9843355e-14,6.0,9.9933711e-06,0.99933711,1.0,104871.71,2000.0,1.3564568
8,20114359.0,3.0,0.028991465,0.028991465,11.03172,405.14294,0.0014679429,6.9828932e-14,6.0,9.9920103e-06,0.99920103,1.0,124358.88,2000.0,1.356455
9,20135795.0,3.0,0.028929913,0.028929913,11.005669,404.69549,0.0014679272,6.9824424e-14,6.0,9.9905136e-06,0.99905136,1.0,145794.77,2000.0,1.356406
10,20159374.0,3.0,0.028776625,0.028776625,11.003965,404.20102,0.0014679099,6.9807953e-14,6.0,9.9888675e-06,0.99888675,1.0,169374.25,2000.0,1.3563563
11,20185312.0,3.0,0.028619139,0.028619139,11.002686,403.70001,0.0014678909,6.9789945e-14,6.0,9.9870573e-06,0.99870573,1.0,195311.67,2000.0,1.3563059
12,20213843.0,3.0,0.028496012,0.028496012,11.027926,403.60981,0.0014678701,6.977374e-14,6.0,9.9850666e-06,0.99850666,1.0,223842.84,2000.0,1.3563008
13,20245227.0,3.0,0.028431564,0.028431564,10.997788,403.12913,0.0014678471,6.9768066e-14,6.0,9.982877e-06,0.9982877,1.0,255227.12,2000.0,1.3562473
14,20279750.0,3.0,0.028272654,0.028272654,10.992338,402.59302,0.0014678218,6.9749744e-14,6.0,9.9804691e-06,0.99804691,1.0,289749.83,2000.0,1.3561925
15,20317725.0,3.0,0.028090604,0.028090604,10.990698,402.02268,0.001467794,6.9728837e-14,6.0,9.9778211e-06,0.99778211,1.0,327724.82,2000.0,1.3561351
16,20359497.0,3.0,0.027899586,0.027899586,10.988663,401.42157,0.0014677635,6.9707121e-14,6.0,9.9749093e-06,0.99749093,1.0,369497.3,2000.0,1.3560746
17,20405447.0,3.0,0.027706753,0.027706753,10.984399,400.79594,0.0014677299,6.9684055e-14,6.0,9.9717073e-06,0.99717073,1.0,415447.03,2000.0,1.3560109
18,20455992.0,3.0,0.027490123,0.027490123,10.98554,400.15254,0.0014676929,6.9660525e-14,6.0,9.9681863e-06,0.99681863,1.0,465991.73,2000.0,1.3559468
19,20511591.0,3.0,0.027287596,0.027287596,10.979928,399.49716,0.0014676522,6.9637154e-14,6.0,9.9643146e-06,0.99643146,1.0,521590.9,2000.0,1.3558796
20,20572750.0,3.0,0.02706293,0.02706293,10.976487,398.79581,0.0014676075,6.9611151e-14,6.0,9.9600572e-06,0.99600572,1.0,582749.99,2000.0,1.3558087
21,20640025.0,3.0,0.026819129,0.026819129,10.974555,398.0512,0.0014675582,6.9581623e-14,6.0,9.9553761e-06,0.99553761,1.0,650024.99,2000.0,1.3557337
22,20714027.0,3.0,0.026565913,0.026565913,10.971456,397.26992,0.0014675041,6.9554118e-14,6.0,9.9502289e-06,0.99502289,1.0,724027.49,2000.0,1.3556547
23,20795430.0,3.0,0.026297911,0.026297911,10.967371,396.43694,0.0014674446,6.9522906e-14,6.0,9.9445696e-06,0.99445696,1.0,805430.24,2000.0,1.3555703
24,20884973.0,3.0,0.026012005,0.026012005,10.96245,395.55239,0.0014673791,6.9488694e-14,6.0,9.9383473e-06,0.99383473,1.0,894973.27,2000.0,1.3554805
25,20983471.0,3.0,0.025711753,0.025711753,10.955938,394.61327,0.001467307,6.945414e-14,6.0,9.9315063e-06,0.99315063,1.0,993470.59,2000.0,1.3553848
26,21091818.0,3.0,0.025385239,0.025385239,10.950565,393.60498,0.0014672278,6.9409146e-14,6.0,9.923986e-06,0.9923986,1.0,1101817.7,2000.0,1.3552826
27,21210999.0,3.0,0.025036934,0.025036934,10.943981,392.53037,0.0014671406,6.9343144e-14,6.0,9.9157216e-06,0.99157216,1.0,1220999.4,2000.0,1.3551733
28,21342099.0,3.0,0.02466611,0.02466611,10.936067,391.38613,0.0014670447,6.9271596e-14,6.0,9.9066401e-06,0.99066401,1.0,1352099.4,2000.0,1.3550566
29,21486309.0,3.0,0.024264615,0.024264615,10.928689,390.16288,0.0014669393,6.9194117e-14,6.0,9.8966616e-06,0.98966616,1.0,1496309.3,2000.0,1.3549321
30,21644049.0,3.0,0.023836529,0.023836529,10.920323,388.86778,0.0014668239,6.9110977e-14,6.0,9.8857601e-06,0.98857601,1.0,1654048.6,2000.0,1.3548
31,21801788.0,3.0,0.023415184,0.023415184,10.910551,387.58516,0.0014667086,6.9029169e-14,6.0,9.8748715e-06,0.98748715,1.0,1811788.0,2000.0,1.3546682
32,21959527.0,3.0,0.022998248,0.022998248,10.900302,386.3132,0.0014665933,6.8947771e-14,6.0,9.8639957e-06,0.98639957,1.0,1969527.3,2000.0,1.3545372
33,22117267.0,3.0,0.022582484,0.022582484,10.890492,385.05414,0.001466478,6.8867422e-14,6.0,9.8531326e-06,0.98531326,1.0,2127266.6,2000.0,1.3544075
34,22275006.0,3.0,0.022175941,0.022175941,10.880227,383.81337,0.0014663627,6.8788305e-14,6.0,9.842282e-06,0.9842282,1.0,2285006.0,2000.0,1.3542795
35,22432745.0,3.0,0.021768719,0.021768719,10.87124,382.58896,0.0014662474,6.8707899e-14,6.0,9.831444e-06,0.9831444,1.0,2442745.3,2000.0,1.3541533
36,22590485.0,3.0,0.021372861,0.021372861,10.86159,381.38478,0.0014661321,6.8608984e-14,6.0,9.8206217e-06,0.98206217,1.0,2600484.7,2000.0,1.3540289
37,22748224.0,3.0,0.02098358,0.02098358,10.851766,380.19924,0.0014660169,6.851081e-14,6.0,9.8098148e-06,0.98098148,1.0,2758224.0,2000.0,1.3539063
38,22905963.0,3.0,0.020600565,0.020600565,10.841964,379.03136,0.0014659016,6.8412432e-14,6.0,9.7990235e-06,0.97990235,1.0,2915963.3,2000.0,1.3537854
39,23063703.0,3.0,0.020227946,0.020227946,10.83162,377.88223,0.0014657863,6.8316558e-14,6.0,9.7882473e-06,0.97882473,1.0,3073702.7,2000.0,1.3536661
