,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,20000000.0,7.0,0.19836277,0.19836277,4.00394,379.33168,0.0,0.0,1000000.0,3.9810717e-06,1.0,1.0,10000.0,0.0,1.7030695
1,20010000.0,7.0,0.19789043,0.19789043,4.0099523,379.27816,0.0034253782,0.0,1000000.0,3.9810717e-06,1.0,1.0,20000.0,0.0,1.7030641
2,20021000.0,7.0,0.19824955,0.19824955,3.999274,379.15235,0.0034253594,0.0,1000000.0,3.9810717e-06,1.0,1.0,31000.0,0.0,1.7030574
3,20033100.0,7.0,0.19797259,0.19797259,4.000857,379.06823,0.0034253387,0.0,1000000.0,3.9810717e-06,1.0,1.0,43100.0,0.0,1.7030489
4,20046410.0,7.0,0.19737669,0.19737669,4.007162,378.96481,0.003425316,0.0,1000000.0,3.9810717e-06,1.0,1.0,56410.0,0.0,1.7030374
5,20061051.0,7.0,0.19699827,0.19699827,4.005914,378.75516,0.003425291,0.0,1000000.0,3.9810717e-06,1.0,1.0,71051.0,0.0,1.7030199
6,20077156.0,7.0,0.19648505,0.19648505,4.006095,378.52074,0.0034252635,0.0,1000000.0,3.9810717e-06,1.0,1.0,87156.1,0.0,1.7029992
7,20094872.0,7.0,0.19591977,0.19591977,4.0052406,378.23248,0.0034252333,0.0,1000000.0,3.9810717e-06,1.0,1.0,104871.71,0.0,1.7029739
8,20114359.0,7.0,0.19524249,0.19524249,4.0049839,377.90577,0.0034252,0.0,1000000.0,3.9810717e-06,1.0,1.0,124358.88,0.0,1.7029459
9,20135795.0,7.0,0.19454349,0.19454349,4.0057524,377.59446,0.0034251634,0.0,1000000.0,3.9810717e-06,1.0,1.0,145794.77,0.0,1.7029171
10,20159374.0,7.0,0.19382992,0.19382992,4.0047572,377.22616,0.0034251231,0.0,1000000.0,3.9810717e-06,1.0,1.0,169374.25,0.0,1.7028859
11,20185312.0,7.0,0.19304084,0.19304084,4.0048148,376.84796,0.0034250789,0.0,1000000.0,3.9810717e-06,1.0,1.0,195311.67,0.0,1.7028519
12,20213843.0,7.0,0.19221443,0.19221443,4.0042769,376.43284,0.0034250301,0.0,1000000.0,3.9810717e-06,1.0,1.0,223842.84,0.0,1.7028149
13,20245227.0,7.0,0.19131373,0.19131373,4.0038654,375.98154,0.0034249766,0.0,1000000.0,3.9810717e-06,1.0,1.0,255227.12,0.0,1.702774
14,20279750.0,7.0,0.19023615,0.19023615,4.0052451,375.48706,0.0034249176,0.0,1000000.0,3.9810717e-06,1.0,1.0,289749.83,0.0,1.7027291
15,20317725.0,7.0,0.1891658,0.1891658,4.0040543,374.92117,0.0034248528,0.0,1000000.0,3.9810717e-06,1.0,1.0,327724.82,0.0,1.7026795
16,20359497.0,7.0,0.18795309,0.18795309,4.004512,374.3219,0.0034247815,0.0,1000000.0,3.9810717e-06,1.0,1.0,369497.3,0.0,1.7026252
