,Time (year),Core mass (Earth mass),Core Luminosity (Ljup=3.35e25 cgs),Total Luminosity (Ljup=3.35e25 cgs),Pressure at envelope core boundary (bar),Temperature at envelope core boundary (K),Radiogenic core luminosity (Ljup=3.35e25 cgs),Mdotevap (Earth mass/yr) envelope evaporation rate,Semi-major axis (AU),Menve(Mearth),Current envelope mass / initial envelope mass,"Water state on core-enve boundary 0=solid, 1=liquid, 2 = vapour, 3=supercritical, 4 = other (high press. ices, temp > 800 K)",Duration of liquid water presence [yr],Texo (K),Radius
0,20000000.0,6.0,0.14050904,0.14050904,2.563018,312.80907,0.0,0.0,1000000.0,2.5118864e-06,1.0,1.0,10000.0,0.0,1.6314026
1,20010000.0,6.0,0.14047868,0.14047868,2.5615239,312.73417,0.0029360384,0.0,1000000.0,2.5118864e-06,1.0,1.0,20000.0,0.0,1.6313979
2,20021000.0,6.0,0.14033051,0.14033051,2.5623069,312.65441,0.0029360223,0.0,1000000.0,2.5118864e-06,1.0,1.0,31000.0,0.0,1.6313919
3,20033100.0,6.0,0.14006306,0.14006306,2.565708,312.58051,0.0029360046,0.0,1000000.0,2.5118864e-06,1.0,1.0,43100.0,0.0,1.6313842
4,20046410.0,6.0,0.13992222,0.13992222,2.564728,312.44352,0.0029359852,0.0,1000000.0,2.5118864e-06,1.0,1.0,56410.0,0.0,1.6313734
5,20061051.0,6.0,0.13980912,0.13980912,2.5619326,312.26276,0.0029359637,0.0,1000000.0,2.5118864e-06,1.0,1.0,71051.0,0.0,1.6313572
6,20077156.0,6.0,0.13949083,0.13949083,2.5620851,312.03621,0.0029359402,0.0,1000000.0,2.5118864e-06,1.0,1.0,87156.1,0.0,1.6313379
7,20094872.0,6.0,0.13906446,0.13906446,2.5633078,311.76752,0.0029359142,0.0,1000000.0,2.5118864e-06,1.0,1.0,104871.71,0.0,1.6313158
8,20114359.0,6.0,0.13875912,0.13875912,2.5620026,311.49779,0.0029358857,0.0,1000000.0,2.5118864e-06,1.0,1.0,124358.88,0.0,1.6312921
9,20135795.0,6.0,0.13834418,0.13834418,2.5626622,311.21608,0.0029358543,0.0,1000000.0,2.5118864e-06,1.0,1.0,145794.77,0.0,1.6312661
10,20159374.0,6.0,0.13782846,0.13782846,2.5639828,310.88171,0.0029358198,0.0,1000000.0,2.5118864e-06,1.0,1.0,169374.25,0.0,1.6312378
11,20185312.0,6.0,0.13741247,0.13741247,2.5624905,310.52105,0.0029357819,0.0,1000000.0,2.5118864e-06,1.0,1.0,195311.67,0.0,1.6312068
12,20213843.0,6.0,0.13684618,0.13684618,2.5633093,310.12839,0.0029357401,0.0,1000000.0,2.5118864e-06,1.0,1.0,223842.84,0.0,1.6311728
13,20245227.0,6.0,0.13625178,0.13625178,2.5637855,309.70057,0.0029356942,0.0,1000000.0,2.5118864e-06,1.0,1.0,255227.12,0.0,1.6311354
14,20279750.0,6.0,0.13560798,0.13560798,2.5640417,309.22546,0.0029356437,0.0,1000000.0,2.5118864e-06,1.0,1.0,289749.83,0.0,1.6310949
15,20317725.0,6.0,0.13494194,0.13494194,2.5638262,308.7144,0.0029355881,0.0,1000000.0,2.5118864e-06,1.0,1.0,327724.82,0.0,1.6310507
16,20359497.0,6.0,0.13418325,0.13418325,2.5642227,308.15109,0.002935527,0.0,1000000.0,2.5118864e-06,1.0,1.0,369497.3,0.0,1.6310022
17,20405447.0,6.0,0.13339202,0.13339202,2.5641206,307.54173,0.0029354597,0.0,1000000.0,2.5118864e-06,1.0,1.0,415447.03,0.0,1.6309493
18,20455992.0,6.0,0.13255419,0.13255419,2.563294,306.86692,0.0029353858,0.0,1000000.0,2.5118864e-06,1.0,1.0,465991.73,0.0,1.6308916
19,20511591.0,6.0,0.13156717,0.13156717,2.5643142,306.13511,0.0029353044,0.0,1000000.0,2.5118864e-06,1.0,1.0,521590.9,0.0,1.6308286
20,20572750.0,6.0,0.13061343,0.13061343,2.5640069,305.37736,0.0029352149,0.0,1000000.0,2.5118864e-06,1.0,1.0,582749.99,0.0,1.6307599
21,20640025.0,6.0,0.12953103,0.12953103,2.5645397,304.54099,0.0029351165,0.0,1000000.0,2.5118864e-06,1.0,1.0,650024.99,0.0,1.6306842
